"EVID ID","Filename","Date Formatted","Subject","Message ID","Domain","Email Address","File Size (KB)","SHA256","SHA512","file_category","Raw URL","storage_path","ID","file_number","Modified (A)","Modified (B)","Notes"
"EVID-078","250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com.pdf","26/06/2025","250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com","gmail.com","CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com","344.74","b588687eea8c82bb0e32c944c4654e10098c5babcea416dccc0337b9848fc3dc","b7052f18709a28910923eb7b0d3bf8b3321e6c895b1ab11763fe8eff9944ebab648ff1de78d170d30867198e89f5ba96143150c62e2e05553a85f6a5ad356345","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250626%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20CAAV%3D8vvTqt9woJ%2BCiKB66HUYwMLnkKc67-%3D-UEtEpFWq_NTrGQ%40mail.gmail.com.pdf","Root","78","78","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-079","250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf","26/06/2025","250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com","outlook.com","ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com","344.29","e67ff22196c767f4bd18657ed71b2889bd6145094fbf32ede0bc30cd2e8919ae","2e0def1740939062f2c0d97c3b4681ac022541da5478d43b00375bb261beb0d18ac663824f57da326fb9247a6b86916eb6c916b660efec3b7f3e9507413a1fac","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250626%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20ME2PR01MB53610532DA8B85B21E797787A97AA%40ME2PR01MB5361.ausprd01.prod.outlook.com.pdf","Root","79","79","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-080","250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","26/06/2025","250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com","outlook.com","SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com","360.74","a99fcc1012447b7ec18358fc33cd96d503b156f1e1ddae358db80d673ea9820b","b93b125afb36b72ea804355cebf178fbbb1f3d67245cc19c4c4b31a51f4f5f26817dbd59b12061d5a4e879e5028f05ae82cc58b211d2116ea861c1f043358e59","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250626%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20SY0PR01MB89380B2BE8131492AC463717D07AA%40SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","Root","80","80","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-081","250627 - RDRV Order - RT252398 CMS_0014256123 - 9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU.pdf","27/06/2025","250627 - RDRV Order - RT252398 CMS_0014256123","9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU","cases.courts.vic.gov.au","9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU","79.49","5830b2316b1eb12ef7690850f4369a5be778fb04fe85130e1cfb5c66817786cd","5e8ec383d28c27b9d8ff7fb8c71702c5236d69fe64fdf2331a95d098a3271db0f7d32960d4846eaa39210ab1298938bc97972a2132de98d03dabe95ebf936b8d","Court Order","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627%20-%20RDRV%20Order%20-%20RT252398%20CMS_0014256123%20-%209D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU.pdf","Root","81","81","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-082","250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","27/06/2025","250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com","outlook.com","SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com","383.46","3e16b84336e4f321ac7554356530db2e1cc068f04b017ca14dd042a5a98046d2","f333e5b891a66374e437f3a8158fbedcdcbb57196cd1b405462553f4aaa3749a7aa021b213da728b3967452eab52ac4c937a174d3a4f2dcf5bbd9e74e30e705d","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20SY0PR01MB89382294434912159D0AA05AD045A%40SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","Root","82","82","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-083","250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","27/06/2025","250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com","outlook.com","SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com","392.91","19459c29351af69fc8f9ea2b57f607ab94d5a1cdcb6422d44814145debc8ccb0","58372599df9a7203b720345c4eca3c1a39314eedadb5c3fa709d7b9834811fba4e554e209831899b23732a9d1d87d77a98916fd86c21ccd5f17367a1d2b35537","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20SY0PR01MB8938CA371A0AD3AD989A55DFD045A%40SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","Root","83","83","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-084","250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS_0056400069 - 6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU.pdf","27/06/2025","250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS_0056400069","6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU","cases.courts.vic.gov.au","6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU","382.58","63310c895d0094054bcfa4b28dbd371963b3f99e7167da886251710117ab13e4","a635e72912ba9573737c25bf5108d110649a9fcc084b6bf436bf8a162e84e12ee3ac8a60b7ae15200485c678f6a1c154e1aa059d37b3d9b54b6db01bc1bbae60","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20CMS_0056400069%20-%206AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97%40CASES.COURTS.VIC.GOV.AU.pdf","Root","84","84","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-085","250627 - Update to RT252398 CMS_0014256122 - D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU.pdf","27/06/2025","250627 - Update to RT252398 CMS_0014256122","D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU","cases.courts.vic.gov.au","D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU","69.74","74be93c4374172bcdb1a6c87e5161a73dcd2a3c04d365799c8950eeb5d6c69f1","7e755c77c7d85cbd7b63246acbb609331e868f45e37b90fd5fe27769cd9802fe530e5579b21fbd9e4eb04834ca85dea3d3093e86cd9dcfc12c5076208b6c08d9","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627%20-%20Update%20to%20RT252398%20CMS_0014256122%20-%20D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU.pdf","Root","85","85","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-086","250627 - VCAT RDRV account email verification code - 685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com.pdf","27/06/2025","250627 - VCAT RDRV account email verification code","685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com","mx.google.com","685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com","46.75","9a92638e24ff9ab456e247937a43f33a8213b6d5eb61d430ecf2c5ce672350c9","87d33c78be30b386ddcfeb8162c6bdc44d4dc731696b4b00bab039695e384ccc4bd34dd0378469da14ce115d40e031f23379a1c5f7b0d752038e437f372fb401","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627%20-%20VCAT%20RDRV%20account%20email%20verification%20code%20-%20685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com.pdf","Root","86","86","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-087","250627-27-06-2025 - Strike out - Consent order - Order f058873a.pdf","27/06/2025","27-06-2025 - Strike out - Consent order","N/A","N/A","N/A","129.46","008cda5eba210bcdfee418a858ec75772ea089029b8ab200e6e9a91c95d18ba0","f0ddf20112ffcd5850fbf3ce6752d9854851a831932f10e0e5aa948fd6d86a06ac65a649501e41e129ba2c8ccd0aa4db5e6ccf7e329c53666273597a07b60be9","Court Order","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627-27-06-2025%20-%20Strike%20out%20-%20Consent%20order%20-%20Order%20f058873a.pdf","Root","87","87","27/06/2025 14:33","27/06/2025 14:33",""
"EVID-088","250627-AusPost lodgement.pdf","27/06/2025","AusPost lodgement","N/A","N/A","N/A","103.48","23ac79d9de61e39396e473c5aed1ebdc94e8ef2734b694cb4dd0dd39ded039a5","0303e49eee029a127d61644517fed8772dad761a3859f92f76aa32011717104889bfc3a0ee7f8c3d3883193ed4b507e9d1df56aee7faea299f006cdab6554d63","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627-AusPost%20lodgement.pdf","Root","88","88","27/06/2025 15:09","27/06/2025 15:09",""
"EVID-089","250627-Notice of entry 7 July 2025.pdf","27/06/2025","Notice of entry 7 July 2025","N/A","N/A","N/A","9.45","4b7a6800930cfa9b9740a5483dcbb0a55a6ba04dbf36b054205c70519638294d","b5696b8de176ed0cd9dff30da35376f13f8579cf9e0a8a80bafdcc7697a78b957116d269ef969a546fd830d214ca36428900a5be710762b9bbe176e71fd8afd2","Legal Notice","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627-Notice%20of%20entry%207%20July%202025.pdf","Root","89","89","27/06/2025 15:09","27/06/2025 15:09",""
"EVID-090","250627-Notice of entry 8 July 2025.pdf","27/06/2025","Notice of entry 8 July 2025","N/A","N/A","N/A","9.42","0347cbdd36dd87dad0d447f6852ee4f5b4773e971c433341a4df4a1fe836f2e7","f356889f1fc21f14634eae02cf5b6a96449dd817019020973f4dd533e8ac2970175e52fb1a2f36912fd120ad4088550c149b0899fb03dc85021772bd05ca0da6","Legal Notice","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627-Notice%20of%20entry%208%20July%202025.pdf","Root","90","90","27/06/2025 15:09","27/06/2025 15:09",""
"EVID-091","250627-Notice of entry 9 July 2025.pdf","27/06/2025","Notice of entry 9 July 2025","N/A","N/A","N/A","9.42","2a2d904dd0df1506b9d08b8a61d0d6f176f3ac2a0c6a103bdbae5747a42da741","ec2e5c7e6a33dccddec257347d329d59abdda08c92d22defa64570e7a38b6ddfade627942622bb23b0399afef5c7797b467d8ff317f503e7ade9dabe1580b7f9","Legal Notice","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627-Notice%20of%20entry%209%20July%202025.pdf","Root","91","91","27/06/2025 15:09","27/06/2025 15:09",""
"EVID-092","250627-Notice of entry lable.pdf","27/06/2025","Notice of entry lable","N/A","N/A","N/A","135.16","fac0a4f982f9716704144176ae6b33985a61337128d93e64f60511c813eadacd","2f85a98e400eb503fefb0d68320293f4d0e7eec91004e7c3b3a96088b6d621ec2e5ccd1c4c913efdd97ff2a3d40dde968d438892ac889d3a3c48d0c8033d9934","Legal Notice","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627-Notice%20of%20entry%20lable.pdf","Root","92","92","27/06/2025 15:09","27/06/2025 15:09",""
"EVID-093","250627-tax invoice.pdf","27/06/2025","tax invoice","N/A","N/A","N/A","49.09","ca4f46af363c81c8a54732a7a5d2a00de81da1b54fc6a3656408d7a54d8815c4","c4fb4eb80c4b21321c23011b2c892673608d0bad5948cd83a445ac0248dfceffcd97a563ebf796f49ad54423bb1e3b31443921ff88b02889de4f0d25798450ba","Receipt","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250627-tax%20invoice.pdf","Root","93","93","27/06/2025 11:44","27/06/2025 11:44",""
"EVID-094","250701 - Areal monthly after-hours trades list update - gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4.pdf","01/07/2025","250701 - Areal monthly after-hours trades list update","gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4","geopod-ismtpd","gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4","78.42","429ea6e602b854a080c6e367a71e41e1dc5e4f2a10e8ac79c649e4cea183e36c","f9bd70383b62a4683fa154ceaad5e5408efb99fa7d95bc7750c5744a37dd7b00268c3d14ba0e06093ebef84692634ccf1f4ab4c1c5f0b7a32db3b22cf4d8af29","Property Management","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701%20-%20Areal%20monthly%20after-hours%20trades%20list%20update%20-%20gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4.pdf","Root","94","94","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-095","250701 - Areal monthly after-hours trades list update - xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11.pdf","01/07/2025","250701 - Areal monthly after-hours trades list update","xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11","geopod-ismtpd","xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11","78.50","4eb3eb657b60ae3403db187c233c606d1b553786026ea185f9dc47ca1c0b9c99","5403cbda8130ab3bd7de140a42a12eff7d783ca06a0481a68b1ab44b716bf9cdf550e0dafafd237fed6da43b92f94fa52cd71c5b62a873d73f382d24b9d19728","Property Management","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701%20-%20Areal%20monthly%20after-hours%20trades%20list%20update%20-%20xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11.pdf","Root","95","95","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-096","250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com.pdf","01/07/2025","250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com","gmail.com","CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com","409.79","a13d336cc1f5c73bb04dc3ae385a87def1fd6f69aa2c490be56dd735aad59ba1","27990764cd840efeef6a3b4e86d3edcb277d886da101b9e45f0a17810ee17856a34d1b78b7da1e62951a4165a5d169c26f2e3276c3c5c225067b0ffa93c6fbf2","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20CAAV%3D8vtEscj%2BpX9-tdyyE81OLDsLOFKR%3DoZ3KZj8RX%2BG47sjSA%40mail.gmail.com.pdf","Root","96","96","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-097","250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","01/07/2025","250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com","outlook.com","SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com","415.58","0ddf78393772ec5f31fc0a3d7057b8b1962a1ded13698a0c146d66f1f03cfb33","75fdf8ee935b9ad524cb2d0211f0fe9d7ea07b22bf2b4592deafaa0d2234d71433a3fe83be48bd15ccf4205980ef895943840c3cc637104b616456d80d8cb42f","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20SY0PR01MB8938454405B975890A3599F5D041A%40SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","Root","97","97","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-098","250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","01/07/2025","250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123","SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com","outlook.com","SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com","434.56","664f6db76ea8fab7c84f0609eaaeeede0bc47381ed1899cd72587ecc2bb41e8d","1eeb0fb4fe3c6c9d814c8159c786fb45df0ee316edc6fe28f5c61e5c51e06f6bc5aa2913b713337cbb367901404bb1f922e0d831182e3a532f2d870b8445d558","VCAT Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701%20-%20Re_%20RDRV%20-%20Case%20RT252398%20-%2033%20Camberwell%20Rd%2C%20Hawthorn%20East%2C%20VIC%2C%203123%20-%20SY0PR01MB8938FA1673F305E1BE93D7D7D041A%40SY0PR01MB8938.ausprd01.prod.outlook.com.pdf","Root","98","98","31/10/2025 02:15","31/10/2025 02:15",""
"EVID-099","250701-Exhibit_A_20250616_0437.pdf","01/07/2025","Exhibit_A_20250616_0437","N/A","N/A","N/A","77.32","ca6cb58117b10df3d6b9887b817993d73d1b82b40999a369fee092e5ffdf9287","50f60f779652731446821ad260f4416c4a218a561a16c7b3536538ec9b9f34612c603ce0eb8ee913737c780d11ac58c05e3096a7e160f19d0d6ee4c1e539b41b","Exhibit","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-Exhibit_A_20250616_0437.pdf","Root","99","99","01/07/2025 15:07","01/07/2025 15:07",""
"EVID-100","250701-Exhibit_B_20250616_1152.pdf","01/07/2025","Exhibit_B_20250616_1152","N/A","N/A","N/A","91.51","a87d74323d588a2b7d6d9082f13453f96456e84779d80d6b0c26ce6df75fffd9","4f2b2d31cba51df621db1db31d9f671ffed386803bbfe855fde5513a3195c4e4a5206a91dbb570569908ce04286605e1c2d1225344aa115ec51202bfb331404d","Exhibit","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-Exhibit_B_20250616_1152.pdf","Root","100","100","01/07/2025 15:07","01/07/2025 15:07",""
"EVID-101","250701-Exhibit_C_20250623_1505.pdf","01/07/2025","Exhibit_C_20250623_1505","N/A","N/A","N/A","109.65","8e668320009765e29c60995c4b2e847dae045dc364c6395a70c2dea858b38169","e52fd4f81dd29e000cb99dc74285eef36d113549d1db651a2ec4592ca84a5d163681542ee9eda4cf5472948cd072c54c7f07dc59cb6a4bc36322e669ec5ebf9a","Exhibit","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-Exhibit_C_20250623_1505.pdf","Root","101","101","01/07/2025 15:07","01/07/2025 15:07",""
"EVID-102","250701-Exhibit_D_20250627_1509.pdf","01/07/2025","Exhibit_D_20250627_1509","N/A","N/A","N/A","441.76","e947b777d91f0abac048a945c95c652e00a4bff54326b0c5a2b1dc9cab2b7f7e","b1a7e15dc2dfeced8013afd59651c8c693bfcdcb9710d535c6d88b261a5271be997918baabdd3db4aa6b9050db3dc2e60efb0b203480c80318911f0ceeb6168a","Exhibit","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-Exhibit_D_20250627_1509.pdf","Root","102","102","01/07/2025 15:07","01/07/2025 15:07",""
"EVID-103","250701-NTE 10-07.pdf","01/07/2025","NTE 10-07","N/A","N/A","N/A","10.21","301a9230bfbbf7389a21788626849c811d2cc75aecc50af587ff4d3b23bd1bcc","172edecde96b41ee509c71e4f82597537b8b8efef155cca82310a8f1c2a55e6906760f8e6d9f3c93f447fd4243094c36932279e1692d744b8804602cdf56e4bd","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-NTE%2010-07.pdf","Root","103","103","01/07/2025 17:19","01/07/2025 17:19",""
"EVID-104","250701-NTE 11-07.pdf","01/07/2025","NTE 11-07","N/A","N/A","N/A","10.24","b000b2200a805bdd4dd78527bb6cbb59002f9e7b86d001ceeb4edbb37db2f252","3db332653ca933c7a683e629dd780085d63ae159aacdf96caab02b2b6e20360cc0d03f73b21229e26a51652c61bffc15a14d801c30f44a8522179b08919b067a","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-NTE%2011-07.pdf","Root","104","104","01/07/2025 17:19","01/07/2025 17:19",""
"EVID-105","250701-NTE 14-07.pdf","01/07/2025","NTE 14-07","N/A","N/A","N/A","10.21","e31b41893b44480fe5e27ff0c147b815aea4a2cb61b7ffdc8d9b02e3531257cd","4381a54a1b673641d2f74003298c1b207a65ebf12a39c5b004f4b86c4013f49444613d1d22a96a890641ac366f2355719706e40dc01b7a33df6152d7a94baf37","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-NTE%2014-07.pdf","Root","105","105","01/07/2025 17:19","01/07/2025 17:19",""
"EVID-106","250701-NTE 15-07.pdf","01/07/2025","NTE 15-07","N/A","N/A","N/A","10.21","5f56aadc3c6ae72088a56d038d57c48e1bbd22f8a584abe9fb98a81bc1fc589b","914da439cff7718cc090b0a8ef72205bd5f2c329f229d5f6b516c9923bcd455bacb45f025e197184d8539918c53292299a9afb7756a5eba7148971f506cccb20","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-NTE%2015-07.pdf","Root","106","106","01/07/2025 17:19","01/07/2025 17:19",""
"EVID-107","250701-Reg Post Lodgement Slips.pdf","01/07/2025","Reg Post Lodgement Slips","N/A","N/A","N/A","127.49","0fa14b465c9c61975c9eb16d5575853effc551e8278406a763e92b39a154a65e","d31f211ad52520d30ab7b2ca533f8f3cc6c118ba2d30feafab36e137e56940125fe5b5285e7f79d44efbefb210d80022fd1be84840c40bf8c20e36b8ab5d05d5","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-Reg%20Post%20Lodgement%20Slips.pdf","Root","107","107","01/07/2025 17:19","01/07/2025 17:19",""
"EVID-108","250701-Reg Post Sender Slips.pdf","01/07/2025","Reg Post Sender Slips","N/A","N/A","N/A","169.73","cab6d437756b0afed459d079428ab0d1e483442dda10396ccd751a42ccdabc5f","6af6ef803f20d9451f815d1567c8d5a96490867bac0b9664ff11dc2ce46ba74ec454262f386b19f82597aa7ff7bb6542a18ec34e71398abf6273c41ed9f9f7c1","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250701-Reg%20Post%20Sender%20Slips.pdf","Root","108","108","01/07/2025 17:19","01/07/2025 17:19",""
